"wvsccode","wave","year","aj","age","collegeed","female","unemployed","ideology","satisfinancial","postma4","cai","trustmostpeople","godimportant","respectauthority","nationalpride"
840,5,2006,1,34,0,1,0,7,6,0,0,1,10,1,1
840,5,2006,5,52,0,1,0,5,7,0,0,1,10,1,1
840,5,2006,,62,0,1,0,5,4,0,-2,0,,1,
840,5,2006,7,63,0,1,0,6,3,1,1,0,7,1,1
840,5,2006,5,20,0,0,0,5,5,0,1,0,6,0,0
840,5,2006,4,71,0,0,0,5,6,0,0,0,10,1,0
840,5,2006,3,54,0,1,0,6,7,0,0,1,10,1,0
840,5,2006,5,64,0,0,0,6,4,0,-2,0,10,1,1
840,5,2006,5,36,0,0,0,6,6,0,1,1,10,0,1
840,5,2006,5,64,0,1,0,6,9,0,0,1,10,1,1
840,5,2006,4,35,0,1,0,8,1,1,-1,0,10,1,1
840,5,2006,4,30,0,1,0,5,1,0,-2,0,10,1,1
840,5,2006,6,37,0,0,0,3,5,0,1,1,7,1,1
840,5,2006,8,22,0,1,0,5,5,0,-2,0,8,1,0
840,5,2006,4,59,0,1,1,7,8,1,-1,1,10,0,1
840,5,2006,9,49,1,0,0,3,6,0,2,1,7,0,0
840,5,2006,5,47,0,0,0,5,6,0,0,0,10,0,1
840,5,2006,1,42,0,0,0,7,6,1,-2,1,10,1,1
840,5,2006,5,45,0,1,0,6,4,0,0,0,10,1,0
840,5,2006,7,31,0,0,0,3,9,1,1,1,1,0,0
840,5,2006,6,73,0,1,0,5,6,0,2,0,10,1,0
840,5,2006,10,44,0,0,0,6,6,0,1,1,9,1,1
840,5,2006,5,19,0,0,0,5,1,1,0,0,10,1,1
840,5,2006,1,26,0,1,0,5,7,0,-1,0,10,1,0
840,5,2006,1,34,0,1,0,9,9,0,-2,0,10,1,1
840,5,2006,,31,0,0,0,,7,1,-2,0,,0,
840,5,2006,7,39,0,1,0,7,3,1,1,0,9,1,1
840,5,2006,1,40,0,1,0,5,8,-1,-2,0,10,1,1
840,5,2006,3,28,0,1,0,5,6,0,0,0,10,0,1
840,5,2006,5,60,0,1,0,5,5,0,0,0,10,1,1
840,5,2006,1,46,0,0,0,5,9,0,-1,1,10,1,1
840,5,2006,5,40,0,1,0,7,7,0,0,0,10,1,1
840,5,2006,5,29,0,1,0,6,7,0,2,0,8,1,1
840,5,2006,7,62,0,1,0,4,6,0,-1,1,9,1,1
840,5,2006,5,24,0,0,0,1,4,0,1,0,1,-1,1
840,5,2006,5,26,0,1,0,8,8,-1,2,0,10,0,1
840,5,2006,8,70,0,0,0,8,8,0,2,0,1,0,1
840,5,2006,8,41,0,0,0,2,9,1,0,1,10,1,1
840,5,2006,7,42,0,0,0,6,5,-1,1,1,10,-1,1
840,5,2006,1,39,0,1,0,10,5,0,-1,0,10,1,1
840,5,2006,5,59,0,1,0,5,7,1,2,1,3,-1,0
840,5,2006,5,40,0,1,0,,8,1,0,1,10,1,0
840,5,2006,1,30,0,0,0,5,4,0,2,0,10,1,0
840,5,2006,6,28,0,0,0,5,6,0,1,0,4,1,0
840,5,2006,5,80,0,1,0,5,10,0,1,0,10,1,1
840,5,2006,8,38,0,0,0,2,6,1,2,0,3,1,1
840,5,2006,6,18,0,0,0,6,8,-1,1,0,7,0,1
840,5,2006,5,29,0,1,0,5,1,0,0,0,7,1,0
840,5,2006,8,59,0,0,0,4,8,0,0,1,3,1,0
840,5,2006,5,33,0,1,0,4,10,0,2,1,5,1,0
840,5,2006,5,37,0,1,0,5,4,0,-1,0,10,1,1
840,5,2006,7,26,0,1,0,4,7,0,1,1,10,0,0
840,5,2006,5,21,0,0,0,5,8,1,0,0,7,1,1
840,5,2006,,20,0,1,1,5,5,0,0,0,,,
840,5,2006,10,22,0,1,0,7,8,-1,2,1,8,0,1
840,5,2006,5,35,0,1,0,7,4,1,0,1,10,1,1
840,5,2006,4,74,0,1,0,5,4,0,1,0,10,1,0
840,5,2006,2,58,0,1,0,6,3,-1,-2,1,10,1,1
840,5,2006,7,53,0,1,0,6,7,0,0,0,10,0,1
840,5,2006,5,30,0,0,0,5,4,-1,0,0,8,1,0
840,5,2006,4,57,0,0,0,5,8,0,0,0,8,1,0
840,5,2006,5,43,0,1,0,7,5,0,0,1,10,-1,0
840,5,2006,7,42,0,1,0,3,5,1,1,1,4,0,0
840,5,2006,5,56,0,1,0,5,8,0,-1,0,10,1,1
840,5,2006,7,47,1,0,0,7,5,1,1,0,3,-1,1
840,5,2006,1,63,0,0,0,7,6,0,1,0,6,1,1
840,5,2006,1,37,0,0,0,8,3,0,2,0,10,0,0
840,5,2006,6,49,0,0,1,10,2,0,-1,1,10,1,1
840,5,2006,2,32,0,1,0,7,1,0,-2,0,10,1,1
840,5,2006,5,52,0,1,0,,8,-1,0,1,10,1,1
840,5,2006,1,58,0,0,0,7,8,0,-1,0,9,1,1
840,5,2006,5,35,0,0,0,4,8,-1,2,1,10,1,1
840,5,2006,5,55,0,1,0,5,5,0,2,0,9,1,0
840,5,2006,5,60,0,0,0,5,8,0,0,0,8,1,1
840,5,2006,1,52,0,0,0,5,9,-1,0,1,10,1,0
840,5,2006,10,48,0,1,0,5,9,-1,1,1,5,0,1
840,5,2006,1,37,1,0,0,9,5,1,-1,1,10,1,0
840,5,2006,1,76,0,0,0,5,10,0,0,1,10,1,1
840,5,2006,10,44,0,0,0,5,2,-1,1,1,5,1,1
840,5,2006,,34,1,1,0,6,9,-1,1,0,,0,
840,5,2006,5,22,0,0,1,6,1,0,1,0,9,1,1
840,5,2006,2,38,0,1,0,9,5,0,0,0,10,1,1
840,5,2006,1,72,0,1,0,5,7,1,0,1,10,1,1
840,5,2006,9,65,0,0,0,6,8,1,-1,0,10,0,1
840,5,2006,1,27,0,0,0,9,8,0,-1,1,10,0,1
840,5,2006,6,30,0,0,0,5,8,1,2,1,7,1,1
840,5,2006,9,44,0,0,1,3,5,0,2,1,2,0,0
840,5,2006,8,36,0,1,0,3,4,1,1,1,9,0,0
840,5,2006,8,36,0,0,0,2,9,1,0,0,8,-1,0
840,5,2006,3,64,0,0,0,6,7,0,0,1,10,0,1
840,5,2006,3,39,0,1,0,5,5,-1,0,0,9,1,0
840,5,2006,9,63,0,1,0,4,8,1,1,1,9,0,0
840,5,2006,5,65,0,1,0,5,6,0,0,0,10,1,1
840,5,2006,10,26,0,0,0,10,8,0,1,0,10,0,0
840,5,2006,1,32,0,0,0,7,4,0,0,0,10,1,0
840,5,2006,5,29,0,1,0,5,6,0,0,0,10,0,1
840,5,2006,1,22,0,0,0,7,7,1,-1,0,10,1,1
840,5,2006,10,40,0,1,0,6,4,0,0,0,9,1,1
840,5,2006,8,18,0,1,0,7,6,-1,-1,1,2,0,0
840,5,2006,1,36,0,1,0,5,5,0,-1,0,10,1,1
840,5,2006,5,29,0,1,0,4,4,0,2,0,1,0,1
840,5,2006,10,19,0,0,0,7,5,0,-1,0,10,0,0
840,5,2006,3,69,0,1,0,6,4,0,0,0,10,0,1
840,5,2006,1,29,0,1,0,6,6,-1,1,0,10,1,0
840,5,2006,10,42,0,1,0,10,5,0,2,1,10,0,1
840,5,2006,8,54,0,1,0,2,3,0,1,0,9,1,0
840,5,2006,1,54,1,1,0,5,5,1,-1,0,10,1,0
840,5,2006,10,49,0,0,0,3,7,1,1,0,4,1,0
840,5,2006,7,21,0,1,0,5,1,0,1,0,10,1,1
840,5,2006,5,48,0,0,0,6,8,0,-1,0,10,1,1
840,5,2006,5,43,0,0,0,8,8,0,-1,1,8,0,1
840,5,2006,1,27,0,1,0,9,7,0,0,1,10,1,1
840,5,2006,10,56,0,0,0,8,8,1,1,1,10,0,1
840,5,2006,1,28,0,1,0,9,8,-1,-2,0,10,1,0
840,5,2006,1,36,0,1,0,5,6,0,0,0,10,1,1
840,5,2006,9,69,0,1,0,6,9,0,-1,1,10,1,1
840,5,2006,5,21,0,0,0,6,7,0,-1,0,7,1,0
840,5,2006,6,82,0,0,0,8,10,-1,1,0,6,0,1
840,5,2006,5,59,0,1,0,4,8,-1,1,1,7,0,0
840,5,2006,8,67,0,1,0,2,8,1,1,1,8,1,0
840,5,2006,1,46,0,1,0,8,8,0,-2,1,10,1,1
840,5,2006,4,45,0,1,0,8,8,1,2,1,1,-1,1
840,5,2006,7,41,0,1,0,5,6,0,0,0,7,1,1
840,5,2006,1,64,0,0,0,6,3,0,0,0,10,1,1
840,5,2006,8,55,0,1,0,8,8,1,2,1,8,0,1
840,5,2006,5,59,0,0,0,8,9,-1,0,1,7,1,1
840,5,2006,5,36,0,1,0,10,8,0,-1,1,10,1,1
840,5,2006,6,41,0,0,0,7,8,0,0,0,10,1,1
840,5,2006,7,53,0,1,0,4,8,0,2,1,8,0,0
840,5,2006,3,58,0,1,0,6,8,-1,2,0,9,1,1
840,5,2006,9,30,0,1,0,5,7,0,1,1,2,1,1
840,5,2006,5,34,0,0,0,6,9,0,0,1,5,1,1
840,5,2006,9,69,0,1,0,2,6,1,0,0,10,0,0
840,5,2006,4,51,0,0,0,5,5,0,0,0,10,1,1
840,5,2006,5,29,0,0,0,5,3,-1,0,0,6,0,0
840,5,2006,5,43,0,0,0,3,6,1,1,0,10,1,1
840,5,2006,5,40,0,1,0,5,3,0,-1,0,10,0,1
840,5,2006,1,27,0,0,0,6,5,0,1,0,4,0,0
840,5,2006,1,58,0,0,0,5,9,-1,0,0,10,1,1
840,5,2006,5,51,0,1,0,3,2,0,1,1,9,1,0
840,5,2006,10,18,0,1,0,5,7,0,1,0,3,0,1
840,5,2006,4,61,0,1,0,7,4,0,-1,1,10,0,0
840,5,2006,7,30,0,1,0,6,7,-1,1,1,2,1,1
840,5,2006,,68,0,1,0,6,7,0,-1,1,,1,1
840,5,2006,2,26,1,0,0,9,5,0,2,0,6,1,1
840,5,2006,1,44,0,1,0,5,5,1,0,0,10,1,1
840,5,2006,6,27,0,1,0,5,4,0,-1,0,10,1,1
840,5,2006,2,26,0,1,0,5,7,-1,-1,1,10,1,1
840,5,2006,7,50,0,0,0,8,8,0,-1,0,10,1,1
840,5,2006,1,30,0,0,0,5,7,0,-1,0,10,1,1
840,5,2006,8,73,0,0,0,7,9,0,2,1,1,0,1
840,5,2006,5,62,0,1,0,6,8,-1,0,0,10,1,1
840,5,2006,10,19,0,0,0,3,8,1,2,0,1,-1,0
840,5,2006,7,63,0,1,0,5,7,0,1,0,10,1,1
840,5,2006,4,35,1,0,0,4,8,1,1,1,6,-1,0
840,5,2006,5,24,0,1,0,5,6,-1,0,0,8,1,1
840,5,2006,1,72,0,1,0,5,5,0,-1,0,10,1,1
840,5,2006,10,61,0,1,0,5,8,1,1,1,10,-1,1
840,5,2006,10,56,0,1,0,3,3,0,1,1,5,0,0
840,5,2006,10,58,0,1,0,5,5,0,2,1,5,0,1
840,5,2006,5,28,0,0,0,4,6,0,1,0,10,1,0
840,5,2006,3,33,0,1,0,6,5,0,1,0,10,-1,0
840,5,2006,8,39,0,1,0,5,3,-1,1,0,5,0,1
840,5,2006,9,22,0,1,0,7,4,1,2,1,7,0,0
840,5,2006,1,63,0,1,0,6,7,0,0,0,10,1,1
840,5,2006,,27,0,0,0,6,7,1,2,1,4,1,0
840,5,2006,5,41,0,0,0,1,9,0,0,0,1,1,1
840,5,2006,1,27,0,1,0,8,7,-1,0,0,10,1,0
840,5,2006,10,44,0,0,0,5,8,0,2,1,1,0,0
840,5,2006,1,56,0,0,0,5,5,1,-1,0,10,0,0
840,5,2006,5,49,0,0,0,6,1,-1,0,0,10,0,1
840,5,2006,7,32,0,1,0,5,8,-1,0,0,9,1,0
840,5,2006,5,46,0,0,0,7,6,1,-1,1,10,1,1
840,5,2006,1,57,0,0,0,7,8,0,-1,1,10,1,1
840,5,2006,9,54,0,1,0,4,1,0,1,0,5,1,0
840,5,2006,8,58,1,0,0,4,6,1,1,0,10,-1,0
840,5,2006,10,51,0,0,0,3,4,0,2,1,5,1,1
840,5,2006,9,55,0,1,0,4,3,0,2,1,10,1,0
840,5,2006,1,25,0,0,0,10,4,-1,-1,1,10,0,1
840,5,2006,5,42,0,1,0,6,6,-1,0,1,10,1,1
840,5,2006,1,46,0,0,0,,1,0,1,0,3,0,0
840,5,2006,5,30,0,1,0,5,5,0,-1,0,10,0,0
840,5,2006,7,33,0,1,0,3,3,0,2,0,7,0,0
840,5,2006,,72,0,1,0,5,6,0,-2,0,10,1,1
840,5,2006,2,28,0,0,0,6,7,0,0,0,10,0,1
840,5,2006,1,58,0,1,0,5,5,1,2,0,10,1,1
840,5,2006,1,28,0,1,1,5,3,-1,1,0,5,0,1
840,5,2006,5,56,0,0,0,7,4,-1,0,1,10,1,1
840,5,2006,2,45,0,1,0,5,1,0,-2,0,10,1,0
840,5,2006,5,24,0,1,0,6,5,-1,1,0,10,1,1
840,5,2006,,48,0,1,0,7,10,0,0,1,,1,
840,5,2006,6,79,0,0,0,8,5,0,-1,1,10,0,1
840,5,2006,5,48,0,0,0,5,9,0,0,0,8,0,1
840,5,2006,5,32,0,0,0,5,6,0,2,0,5,1,1
840,5,2006,10,22,0,1,0,5,1,-1,0,0,10,0,1
840,5,2006,3,70,0,0,0,6,8,0,2,1,7,1,1
840,5,2006,,56,0,0,0,4,8,1,0,1,9,0,0
840,5,2006,7,22,0,0,0,3,3,1,1,1,3,-1,0
840,5,2006,5,47,0,0,0,6,6,-1,0,1,6,1,0
840,5,2006,1,26,0,1,0,6,5,1,2,0,9,-1,1
840,5,2006,6,63,1,1,0,6,6,-1,-2,0,10,1,1
840,5,2006,5,48,0,0,0,6,6,-1,0,1,5,0,1
840,5,2006,5,29,0,1,0,7,5,0,2,1,8,1,1
840,5,2006,7,25,0,0,0,6,6,0,1,0,1,1,1
840,5,2006,9,50,0,0,0,1,3,1,1,0,1,-1,0
840,5,2006,1,84,0,1,0,3,6,0,0,0,9,1,0
840,5,2006,5,42,1,0,0,3,6,1,2,1,9,-1,0
840,5,2006,,45,0,1,0,,,,-1,0,,,
840,5,2006,,56,0,1,0,,10,,0,0,,,
840,5,2006,,46,0,1,0,5,6,-1,0,0,10,1,
840,5,2006,1,51,0,1,0,10,10,0,-2,0,10,1,1
840,5,2006,8,39,0,1,0,5,1,0,-1,1,1,0,1
840,5,2006,,45,0,1,0,7,7,0,1,1,,1,
840,5,2006,2,25,0,1,0,6,6,-1,2,1,10,1,0
840,5,2006,5,71,0,0,0,6,8,0,0,0,6,1,1
840,5,2006,1,42,0,0,0,5,5,-1,1,1,5,0,1
840,5,2006,2,56,0,0,0,8,8,0,0,0,8,0,1
840,5,2006,4,26,0,1,0,8,1,0,0,0,10,1,0
840,5,2006,9,23,0,1,0,6,5,0,2,0,1,0,0
840,5,2006,8,44,0,0,0,3,7,1,2,0,9,-1,0
840,5,2006,8,53,0,0,0,1,9,1,0,1,6,-1,0
840,5,2006,10,63,0,1,0,6,9,0,1,1,10,1,1
840,5,2006,5,34,1,1,0,4,7,1,2,1,9,1,0
840,5,2006,5,55,0,1,0,5,7,0,1,1,7,1,0
840,5,2006,9,38,0,0,0,3,9,1,-1,1,8,0,0
840,5,2006,5,24,0,0,0,5,5,1,1,0,6,0,0
840,5,2006,3,59,0,0,0,8,5,0,0,0,8,0,0
840,5,2006,,32,0,1,0,,,,0,,,,
840,5,2006,2,59,0,1,0,3,7,1,0,1,10,0,1
840,5,2006,6,32,0,1,0,3,7,0,0,0,7,-1,0
840,5,2006,7,28,0,0,0,4,7,0,1,1,3,-1,1
840,5,2006,1,45,0,1,0,5,8,-1,1,1,10,1,1
840,5,2006,5,62,0,0,0,6,7,1,0,1,10,1,0
840,5,2006,,25,0,0,0,,4,,1,0,,,
840,5,2006,6,58,0,0,0,6,6,0,0,0,8,0,0
840,5,2006,5,51,0,1,0,5,5,1,1,1,10,1,
840,5,2006,1,37,0,0,0,6,3,-1,-1,1,10,1,1
840,5,2006,,28,0,1,0,,,,0,0,,,
840,5,2006,1,28,0,1,0,5,8,0,-1,0,10,1,0
840,5,2006,5,60,0,0,0,6,9,-1,1,1,2,1,1
840,5,2006,1,70,0,0,0,8,9,1,0,1,10,1,1
840,5,2006,9,41,0,0,0,6,6,-1,1,0,8,0,1
840,5,2006,9,51,0,1,0,10,5,0,-1,0,10,1,1
840,5,2006,10,51,0,0,0,5,5,0,2,1,10,0,1
840,5,2006,1,27,0,1,0,5,5,0,1,0,10,1,0
840,5,2006,1,25,0,1,0,8,8,1,-1,1,9,1,1
840,5,2006,5,38,0,0,0,7,7,1,1,0,5,-1,0
840,5,2006,1,60,0,0,0,5,10,-1,-1,0,10,1,1
840,5,2006,5,55,0,0,0,6,7,0,0,1,9,1,1
840,5,2006,,36,0,1,0,,6,,2,1,,,
840,5,2006,1,34,0,1,0,6,5,0,1,0,10,1,0
840,5,2006,1,32,0,1,0,7,6,0,-2,0,10,1,0
840,5,2006,2,35,0,0,0,8,4,-1,0,0,9,1,1
840,5,2006,1,64,0,1,0,8,3,-1,0,0,10,1,1
840,5,2006,1,40,0,1,0,1,1,0,0,0,10,1,1
840,5,2006,10,34,0,1,0,4,5,0,1,0,6,-1,1
840,5,2006,1,43,0,0,0,7,7,0,-2,1,10,0,1
840,5,2006,5,27,0,0,0,7,7,0,1,0,10,1,1
840,5,2006,1,41,0,1,0,5,3,,-2,0,10,0,1
840,5,2006,3,45,0,0,0,7,6,0,2,1,7,0,1
840,5,2006,1,59,0,0,0,5,7,0,-1,0,10,1,1
840,5,2006,5,28,0,1,0,,3,1,0,0,10,1,0
840,5,2006,1,75,0,1,0,8,7,0,-2,0,10,1,0
840,5,2006,9,50,0,0,1,3,3,-1,-2,0,3,1,1
840,5,2006,2,47,0,0,0,7,5,0,-2,1,8,1,0
840,5,2006,1,40,0,1,0,6,8,-1,0,0,10,1,1
840,5,2006,9,57,0,1,0,5,2,0,2,1,6,1,0
840,5,2006,8,58,0,1,0,6,4,0,2,0,10,0,0
840,5,2006,5,44,0,1,0,5,3,0,-1,0,10,1,0
840,5,2006,,18,0,1,0,,,,0,,,,
840,5,2006,1,32,0,0,0,8,7,-1,-2,0,10,1,1
840,5,2006,10,56,0,0,0,6,5,1,2,1,5,0,1
840,5,2006,10,40,1,1,0,1,9,1,2,1,7,0,1
840,5,2006,9,21,0,1,0,5,5,-1,1,0,10,1,1
840,5,2006,1,47,0,1,0,6,5,0,-1,1,10,0,1
840,5,2006,10,23,0,1,0,5,7,-1,1,0,,1,1
840,5,2006,5,62,0,0,0,5,6,0,-2,1,,1,1
840,5,2006,2,26,0,0,0,6,5,-1,-1,1,10,0,1
840,5,2006,6,50,0,1,0,5,9,0,1,0,9,0,0
840,5,2006,5,35,0,1,0,5,4,0,0,0,4,1,1
840,5,2006,3,70,0,1,0,5,7,0,0,1,10,1,1
840,5,2006,2,40,0,0,0,8,6,1,0,1,8,1,1
840,5,2006,3,68,0,1,0,4,4,-1,1,0,10,1,1
840,5,2006,8,53,0,0,0,5,6,1,1,1,3,-1,0
840,5,2006,,61,0,1,0,,,,0,0,,,
840,5,2006,5,52,0,0,0,5,7,0,1,1,7,1,1
840,5,2006,9,21,0,0,0,6,8,0,1,0,6,1,1
840,5,2006,2,39,0,1,0,6,9,0,0,0,10,0,0
840,5,2006,1,46,0,1,0,6,5,0,0,0,10,0,0
840,5,2006,6,20,0,0,0,6,7,1,1,0,6,0,1
840,5,2006,,22,0,0,0,5,4,1,-2,0,,1,
840,5,2006,1,47,0,1,0,1,6,0,1,0,1,1,0
840,5,2006,,35,0,0,0,5,7,0,-1,0,,1,
840,5,2006,5,38,0,0,0,5,1,0,0,0,5,0,0
840,5,2006,1,74,0,0,0,6,8,0,-1,0,10,1,1
840,5,2006,2,60,0,0,0,7,8,0,-1,1,10,1,0
840,5,2006,8,19,0,1,0,5,8,-1,-1,0,6,0,1
840,5,2006,2,71,0,1,0,10,7,0,-2,1,10,1,0
840,5,2006,5,37,0,0,0,9,7,-1,-1,0,10,1,0
840,5,2006,5,43,0,0,0,5,5,1,1,0,1,-1,1
840,5,2006,1,49,0,1,0,5,1,0,0,0,10,1,1
840,5,2006,2,44,0,0,0,3,4,0,0,0,6,1,1
840,5,2006,5,55,0,1,0,5,6,0,2,1,5,0,0
840,5,2006,1,79,0,1,0,5,8,0,-1,1,10,1,1
840,5,2006,1,76,0,0,0,6,9,0,-1,1,10,1,1
840,5,2006,5,19,0,0,1,5,4,1,1,0,10,0,1
840,5,2006,7,32,0,1,0,4,7,1,1,0,7,-1,0
840,5,2006,1,63,0,0,1,8,7,-1,0,1,10,0,1
840,5,2006,5,29,0,1,0,5,7,0,1,0,10,1,0
840,5,2006,2,88,0,0,0,8,9,0,1,1,9,1,0
840,5,2006,5,29,0,1,0,5,5,-1,-2,0,5,1,1
840,5,2006,5,33,0,0,0,9,5,0,0,0,9,1,1
840,5,2006,1,58,0,1,0,7,8,-1,-1,1,10,1,1
840,5,2006,5,38,0,0,0,5,9,0,1,0,10,1,1
840,5,2006,10,50,0,1,0,9,9,0,0,0,10,1,1
840,5,2006,10,38,0,1,0,8,6,0,-1,0,8,0,0
840,5,2006,1,34,0,0,0,9,8,0,0,0,10,1,1
840,5,2006,2,50,0,1,0,8,7,0,-2,0,10,1,1
840,5,2006,8,41,1,0,0,3,8,1,1,0,1,-1,0
840,5,2006,1,18,0,0,0,7,2,-1,1,1,9,0,0
840,5,2006,5,50,0,0,0,8,6,0,-1,0,8,1,1
840,5,2006,10,18,0,0,0,6,9,0,1,1,5,0,0
840,5,2006,3,40,0,0,0,5,8,0,0,0,10,1,0
840,5,2006,2,51,0,0,0,6,6,-1,-1,0,10,1,1
840,5,2006,3,51,0,0,0,10,9,0,0,1,10,1,1
840,5,2006,2,51,0,1,0,5,9,-1,0,1,8,1,1
840,5,2006,5,30,0,1,0,6,6,0,1,0,10,-1,0
840,5,2006,5,37,0,0,0,7,6,0,-1,0,9,1,1
840,5,2006,4,33,0,0,0,5,6,-1,0,0,8,0,0
840,5,2006,2,18,0,0,0,,2,0,0,0,10,1,1
840,5,2006,8,44,0,1,0,3,1,0,0,0,1,0,0
840,5,2006,7,39,0,1,0,3,8,0,0,0,10,0,0
840,5,2006,5,65,0,1,0,5,7,0,-1,1,9,1,1
840,5,2006,6,32,0,1,0,3,8,0,1,0,8,1,0
840,5,2006,5,34,0,0,0,5,6,0,1,0,6,1,1
840,5,2006,1,36,0,1,0,10,8,0,0,0,10,1,1
840,5,2006,,46,0,1,0,1,5,0,2,1,10,0,0
840,5,2006,4,57,0,1,0,10,4,0,-1,1,10,1,1
840,5,2006,1,43,0,1,0,5,3,0,-2,0,10,0,0
840,5,2006,3,35,0,0,0,5,8,0,0,0,8,1,0
840,5,2006,5,64,0,1,0,5,7,-1,-2,0,10,1,1
840,5,2006,,22,0,1,0,5,3,-1,1,0,,0,
840,5,2006,1,18,0,1,1,6,8,-1,-1,0,10,1,1
840,5,2006,5,31,0,0,0,,6,0,1,0,10,0,1
840,5,2006,5,61,0,0,0,8,7,1,2,0,10,1,1
840,5,2006,1,19,0,1,0,5,6,0,-1,0,10,1,0
840,5,2006,5,38,0,1,0,5,5,0,2,0,5,1,1
840,5,2006,5,43,0,1,0,7,9,0,2,0,10,0,1
840,5,2006,7,50,0,1,0,4,4,1,2,1,9,0,1
840,5,2006,,31,0,1,0,5,4,0,-2,0,,1,
840,5,2006,5,18,0,1,0,4,8,0,1,1,5,1,0
840,5,2006,5,20,0,0,1,5,5,0,1,1,7,0,0
840,5,2006,5,42,0,1,0,6,4,0,1,0,10,0,0
840,5,2006,5,54,0,1,0,7,7,0,2,0,9,1,1
840,5,2006,6,43,0,0,0,5,5,0,0,1,2,1,1
840,5,2006,5,25,0,0,0,7,1,0,0,0,10,1,0
840,5,2006,2,36,0,0,0,8,7,0,0,0,4,1,1
840,5,2006,1,27,0,0,0,4,5,0,0,0,10,1,1
840,5,2006,1,53,0,0,0,5,9,0,-1,0,10,1,0
840,5,2006,5,35,0,0,0,5,6,0,1,0,9,-1,0
840,5,2006,,76,0,0,0,6,4,0,0,1,7,1,
840,5,2006,6,40,0,0,0,5,6,0,1,0,7,0,0
840,5,2006,3,39,0,1,0,10,8,0,0,0,10,1,1
840,5,2006,2,51,0,0,0,6,8,0,1,0,6,1,1
840,5,2006,9,24,0,1,0,8,5,0,1,0,1,0,0
840,5,2006,5,28,0,0,0,6,4,-1,0,1,10,1,0
840,5,2006,7,53,0,1,0,3,8,1,1,1,8,0,0
840,5,2006,2,43,0,0,0,8,8,0,-2,1,10,1,1
840,5,2006,7,55,0,1,0,4,4,0,0,1,10,0,0
840,5,2006,,70,0,1,0,7,9,0,-1,0,10,1,1
840,5,2006,5,47,0,1,0,5,1,-1,0,0,10,1,1
840,5,2006,3,67,0,1,0,8,6,0,0,1,10,1,1
840,5,2006,,33,0,0,1,3,5,1,-1,1,4,0,1
840,5,2006,1,46,0,1,0,6,8,1,0,0,5,1,1
840,5,2006,1,32,0,0,0,7,9,0,-1,1,10,1,0
840,5,2006,1,43,0,0,0,5,1,0,1,0,10,1,0
840,5,2006,2,46,0,0,0,8,10,-1,0,0,10,1,1
840,5,2006,,40,0,1,0,2,7,1,1,1,,0,
840,5,2006,1,42,0,0,0,6,5,0,1,0,10,1,1
840,5,2006,5,56,1,1,0,3,8,1,2,0,10,-1,0
840,5,2006,5,66,0,1,0,7,3,0,1,1,10,0,1
840,5,2006,3,42,0,0,0,6,2,0,-1,0,9,0,1
840,5,2006,1,54,0,0,1,5,1,0,0,0,10,1,1
840,5,2006,5,31,0,0,0,7,2,0,1,0,3,1,1
840,5,2006,3,56,0,1,0,6,6,1,-1,0,10,0,1
840,5,2006,,76,0,0,0,5,10,-1,0,0,10,1,1
840,5,2006,1,47,0,0,0,6,7,0,1,0,6,0,1
840,5,2006,1,64,0,1,0,5,3,-1,0,1,10,1,1
840,5,2006,5,34,0,1,0,5,8,0,1,0,8,0,1
840,5,2006,2,44,0,0,0,5,5,-1,-1,1,10,1,0
840,5,2006,1,31,0,0,0,10,4,0,1,0,5,-1,1
840,5,2006,4,45,0,0,0,6,6,0,1,1,3,1,1
840,5,2006,10,48,0,1,0,6,1,0,2,0,10,1,1
840,5,2006,1,47,0,0,0,5,6,-1,0,0,10,1,1
840,5,2006,5,32,0,0,0,5,7,0,2,1,7,0,0
840,5,2006,3,52,0,1,0,5,10,0,0,0,10,0,1
840,5,2006,6,61,0,1,0,2,1,1,0,0,10,0,1
840,5,2006,9,30,0,1,0,6,1,0,-1,0,10,,1
840,5,2006,4,44,0,0,0,7,4,0,-1,0,10,-1,0
840,5,2006,5,42,0,1,0,7,6,-1,1,0,10,1,0
840,5,2006,4,31,0,1,1,5,7,0,-1,0,10,0,1
840,5,2006,3,21,0,1,0,5,2,0,-1,0,6,1,1
840,5,2006,5,46,0,1,0,6,8,-1,2,0,8,1,1
840,5,2006,6,45,0,1,1,6,1,0,0,,4,0,1
840,5,2006,5,24,0,0,1,5,1,0,1,0,10,-1,0
840,5,2006,1,26,0,1,1,5,1,0,0,0,10,0,1
840,5,2006,2,47,0,0,0,7,8,-1,0,0,1,1,1
840,5,2006,5,34,0,0,0,5,6,0,1,0,6,1,1
840,5,2006,7,54,0,0,0,5,5,1,1,0,8,0,1
840,5,2006,10,49,0,1,0,4,7,1,1,1,6,1,1
840,5,2006,1,71,0,1,0,7,9,0,-2,0,10,1,1
840,5,2006,5,78,0,1,0,8,10,0,-2,0,10,1,1
840,5,2006,1,33,0,1,0,5,7,-1,1,0,10,1,1
840,5,2006,4,45,0,1,0,5,5,0,1,0,10,1,0
840,5,2006,2,27,0,1,0,5,8,0,0,0,10,1,1
840,5,2006,5,54,0,0,0,6,7,0,1,0,5,1,0
840,5,2006,3,50,0,1,0,8,7,0,0,1,10,0,1
840,5,2006,1,43,0,1,0,6,3,-1,1,0,10,0,1
